"","per_game.Season","per_game.Age","per_game.Tm","per_game.Lg","per_game.Pos","per_game.G","per_game.GS","per_game.MP","per_game.FG","per_game.FGA","per_game.FG.","per_game.3P","per_game.3PA","per_game.3P.","per_game.2P","per_game.2PA","per_game.2P.","per_game.eFG.","per_game.FT","per_game.FTA","per_game.FT.","per_game.ORB","per_game.DRB","per_game.TRB","per_game.AST","per_game.STL","per_game.BLK","per_game.TOV","per_game.PF","per_game.PTS","player_id"
"391","2006-07","26","IND","NBA","SG","43","43","35.6","5.1","11.2",".454","0.8","2.8",".283","4.3","8.4",".511",".490","3.1","3.9",".792","1.0","4.7","5.7","2.6","1.1","0.2","1.8","2.8","14.0","dunlemi02"
"392","2007-08","27","IND","NBA","SG","82","82","36.0","6.5","13.6",".476","2.0","4.7",".424","4.5","8.9",".504",".550","4.1","4.9",".834","0.7","4.5","5.2","3.5","1.0","0.4","2.3","2.5","19.1","dunlemi02"
"393","2008-09","28","IND","NBA","SG","18","14","27.5","5.2","12.9",".401","1.8","5.0",".356","3.4","7.9",".430",".470","2.9","3.6",".815","0.8","3.0","3.8","2.4","0.7","0.5","2.1","2.0","15.1","dunlemi02"
"394","2009-10","29","IND","NBA","SF","67","15","22.2","3.4","8.3",".410","1.1","3.5",".318","2.3","4.8",".478",".478","2.0","2.4",".842","0.4","3.1","3.5","1.5","0.6","0.2","1.1","1.6","9.9","dunlemi02"
"395","2010-11","30","IND","NBA","SG","61","44","27.6","3.9","8.5",".462","1.7","4.2",".402","2.3","4.4",".519",".560","1.6","2.0",".800","0.5","4.1","4.5","1.7","0.7","0.5","1.1","1.8","11.2","dunlemi02"
"396","2011-12","31","MIL","NBA","SF","55","3","26.3","4.3","9.2",".474","1.5","3.8",".399","2.8","5.4",".527",".557","2.1","2.6",".811","0.5","3.2","3.7","2.1","0.5","0.1","1.1","1.6","12.3","dunlemi02"
"397","2012-13","32","MIL","NBA","SF","75","3","25.9","3.7","8.3",".442","1.7","4.0",".428","2.0","4.3",".455",".545","1.4","1.7",".820","0.4","3.5","3.9","1.9","0.5","0.5","1.2","1.8","10.5","dunlemi02"
"398","2013-14","33","CHI","NBA","SF","82","61","31.5","4.1","9.4",".430","1.5","4.0",".380","2.6","5.5",".467",".510","1.7","2.0",".854","0.6","3.6","4.2","2.3","0.8","0.6","1.3","2.0","11.3","dunlemi02"
"399","2014-15","34","CHI","NBA","SF","63","63","29.2","3.3","7.6",".435","1.7","4.2",".407","1.6","3.5",".468",".546","1.1","1.4",".805","0.4","3.5","3.9","1.8","0.6","0.3","1.0","2.0","9.4","dunlemi02"
"400","2015-16","35","CHI","NBA","SF","31","30","22.7","2.5","6.1",".410","1.3","3.2",".394","1.2","2.9",".427",".513","0.9","1.2",".784","0.3","2.4","2.7","1.3","0.5","0.3","0.8","2.1","7.2","dunlemi02"
"401","2016-17","36","TOT","NBA","SF","33","2","16.4","1.8","4.3",".426","1.0","2.5",".393","0.8","1.7",".474",".543","0.5","0.7",".750","0.3","1.9","2.2","1.0","0.3","0.1","0.6","1.4","5.2","dunlemi02"
"402","2016-17","36","CLE","NBA","SF","23","2","15.9","1.6","3.9",".400","0.9","2.5",".351","0.7","1.4",".485",".511","0.6","0.8",".737","0.2","1.8","2.0","0.9","0.3","0.1","0.6","1.4","4.6","dunlemi02"
"403","2016-17","36","ATL","NBA","SF","10","0","17.6","2.4","5.1",".471","1.3","2.7",".481","1.1","2.4",".458",".598","0.4","0.5",".800","0.5","2.0","2.5","1.2","0.4","0.2","0.5","1.3","6.5","dunlemi02"
