"","Value","Totals >> G","Totals >> GS","Totals >> MP","Totals >> FG","Totals >> FGA","Totals >> 3P","Totals >> 3PA","Totals >> FT","Totals >> FTA","Totals >> ORB","Totals >> TRB","Totals >> AST","Totals >> STL","Totals >> BLK","Totals >> TOV","Totals >> PF","Totals >> PTS","Shooting >> FG%","Shooting >> 3P%","Shooting >> FT%","Advanced >> TS%","Advanced >> USG%","Advanced >> ORtg","Advanced >> DRtg","Per Game >> MP","Per Game >> PTS","Per Game >> TRB","Per Game >> AST","player_id","Split"
"9458","Milwaukee","2","0","8","1","3","1","1","0","0","1","1","2","1","0","0","4","3",".333","1.000",NA,".500","16.6","143","90","4.0","1.5","0.5","1.0","vanvlfr01",NA
"9459","New Jersey","3","0","31","6","12","3","4","0","2","0","4","2","2","0","0","4","15",".500",".750",NA,".582","18.2","122","110","10.2","5.0","1.3","0.7","vanvlfr01",NA
"9460","New Orleans","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0.0",NA,NA,"0.0","0.0","0.0","0.0","vanvlfr01",NA
"9461","New York","1","0","5","0","2","0","1","0","0","0","0","0","0","0","0","0","0",".000",".000",NA,".000","16.4","0","117","5.4","0.0","0.0","0.0","vanvlfr01",NA
"9462","Oklahoma City","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,"0.0",NA,NA,"0.4","0.0","0.0","0.0","vanvlfr01",NA
"9463","Orlando","2","0","25","2","5","0","1","0","0","0","2","4","3","0","0","4","4",".400",".000",NA,".400","8.9","113","83","12.7","2.0","1.0","2.0","vanvlfr01",NA
"9464","Philadelphia","2","0","9","1","3","0","0","0","0","0","2","1","0","0","0","1","2",".333",NA,NA,".333","14.6","83","106","4.7","1.0","1.0","0.5","vanvlfr01",NA
"9465","San Antonio","2","0","5","1","2","0","0","0","0","0","0","0","1","0","0","0","2",".500",NA,NA,".500","18.5","108","105","2.5","1.0","0.0","0.0","vanvlfr01",NA
"9466","Total","401","157","9519","1378","3297","412","1180","423","518","125","1021","1935","236","34","753","767","3591",".418",".349",".817",".509","20.9","103","111","23.7","9.0","2.5","4.8","vasqugr01",NA
"9467","Home","204","79","4824","672","1625","223","612","208","257","60","494","1016","131","22","358","388","1775",".414",".364",".809",".511","20.2","104","109","23.6","8.7","2.4","5.0","vasqugr01",NA
"9468","Road","197","78","4695","706","1672","189","568","215","261","65","527","919","105","12","395","379","1816",".422",".333",".824",".508","21.6","101","113","23.8","9.2","2.7","4.7","vasqugr01",NA
"9469","Pre","258","98","5921","840","2063","238","721","287","357","75","655","1250","146","23","480","491","2205",".407",".330",".804",".497","21.1","101","110","23.0","8.5","2.5","4.8","vasqugr01",NA
"9470","Post","143","59","3598","538","1234","174","459","136","161","50","366","685","90","11","273","276","1386",".436",".379",".845",".531","20.5","105","112","25.2","9.7","2.6","4.8","vasqugr01",NA
"9471","Win","193","65","4381","649","1521","218","589","216","264","51","486","871","115","16","329","337","1732",".427",".370",".818",".529","20.8","106","105","22.7","9.0","2.5","4.5","vasqugr01",NA
"9472","Loss","208","92","5138","729","1776","194","591","207","254","74","535","1064","121","18","424","430","1859",".410",".328",".815",".492","20.9","100","116","24.7","8.9","2.6","5.1","vasqugr01",NA
"9473","October","9","2","178","21","50","6","19","14","16","1","21","35","2","1","9","22","62",".420",".316",".875",".543","16.0","114","113","19.8","6.9","2.3","3.9","vasqugr01",NA
"9474","November","67","27","1533","226","559","64","208","91","110","17","152","306","29","1","124","135","607",".404",".308",".827",".500","22.1","101","112","22.9","9.1","2.3","4.6","vasqugr01",NA
"9475","December","61","24","1371","200","520","53","169","56","70","17","154","288","36","9","118","97","509",".385",".314",".800",".462","22.7","96","110","22.5","8.3","2.5","4.7","vasqugr01",NA
"9476","January","84","25","1922","263","650","81","239","69","94","20","223","431","48","10","155","161","676",".405",".339",".734",".489","20.2","101","109","22.9","8.0","2.7","5.1","vasqugr01",NA
"9477","February","59","29","1459","217","493","62","156","71","83","34","159","305","46","6","108","121","567",".440",".397",".855",".535","20.4","108","110","24.7","9.6","2.7","5.2","vasqugr01",NA
"9478","March","72","22","1736","270","610","75","216","74","87","25","189","332","44","4","141","140","689",".443",".347",".851",".531","21.4","105","113","24.1","9.6","2.6","4.6","vasqugr01",NA
"9479","April","49","28","1319","181","415","71","173","48","58","11","123","238","31","3","98","91","481",".436",".410",".828",".546","19.1","105","111","26.9","9.8","2.5","4.9","vasqugr01",NA
"9480","Sunday","51","19","1214","191","459","43","151","69","80","21","126","243","32","1","106","103","494",".416",".285",".863",".500","22.7","101","112","23.8","9.7","2.5","4.8","vasqugr01",NA
"9481","Monday","55","18","1296","184","423","56","164","62","79","19","116","259","33","6","123","92","486",".435",".341",".785",".531","21.0","101","109","23.6","8.8","2.1","4.7","vasqugr01",NA
"9482","Tuesday","44","19","978","154","376","47","125","39","50","12","111","205","18","3","70","80","394",".410",".376",".780",".495","22.3","102","113","22.2","9.0","2.5","4.7","vasqugr01",NA
"9483","Wednesday","95","43","2373","349","811","113","293","105","128","28","267","502","58","8","173","194","916",".430",".386",".820",".528","20.4","107","110","25.0","9.6","2.8","5.3","vasqugr01",NA
"9484","Thursday","12","3","344","47","108","11","36","7","12","4","32","58","11","0","39","24","112",".435",".306",".583",".494","21.4","86","113","28.7","9.3","2.7","4.8","vasqugr01",NA
"9485","Friday","84","34","2020","275","682","81","255","89","108","23","226","423","53","13","141","166","720",".403",".318",".824",".493","19.9","104","112","24.0","8.6","2.7","5.0","vasqugr01",NA
"9486","Saturday","60","21","1295","178","438","61","156","52","61","18","143","245","31","3","101","108","469",".406",".391",".852",".504","20.2","101","110","21.6","7.8","2.4","4.1","vasqugr01",NA
"9487","Starter","157","157","5109","778","1773","196","530","232","283","72","551","1139","122","12","403","372","1984",".439",".370",".820",".523","21.1","107","112","32.5","12.6","3.5","7.3","vasqugr01",NA
"9488","Reserve","244","0","4410","600","1524","216","650","191","235","53","470","796","114","22","350","395","1607",".394",".332",".813",".494","20.6","98","109","18.1","6.6","1.9","3.3","vasqugr01",NA
"9489","40+","13","13","543","97","193","13","49","27","33","7","72","130","8","1","53","34","234",".503",".265",".818",".564","23.4","111","116","41.8","18.0","5.5","10.0","vasqugr01",NA
"9490","30-39","106","98","3703","589","1325","169","422","154","195","48","393","822","102","8","275","250","1501",".445",".400",".790",".532","21.3","109","111","34.9","14.2","3.7","7.8","vasqugr01",NA
"9491","20-29","123","42","3041","422","1032","146","399","152","182","41","313","604","75","12","239","269","1142",".409",".366",".835",".513","20.5","103","112","24.7","9.3","2.5","4.9","vasqugr01",NA
"9492","10-19","129","4","2025","252","683","81","291","85","100","27","228","349","49","11","170","194","670",".369",".278",".850",".461","20.3","91","109","15.7","5.2","1.8","2.7","vasqugr01",NA
"9493","0-9","30","0","206","18","64","3","19","5","8","2","15","30","2","2","16","20","44",".281",".158",".625",".326","18.4","70","111","6.9","1.5","0.5","1.0","vasqugr01",NA
"9494","0 Days","95","42","2380","343","853","111","310","94","119","36","249","451","48","5","198","178","891",".402",".358",".790",".492","21.6","98","112","25.1","9.4","2.6","4.7","vasqugr01",NA
"9495","1 Day","218","80","5126","735","1755","210","614","241","292","75","571","1084","135","19","429","423","1921",".419",".342",".825",".510","20.9","103","111","23.5","8.8","2.6","5.0","vasqugr01",NA
"9496","2 Days","49","21","1136","161","379","48","142","40","53","7","116","217","30","6","68","93","410",".425",".338",".755",".510","19.3","105","111","23.2","8.4","2.4","4.4","vasqugr01",NA
"9497","3+ Days","32","12","708","117","263","37","95","33","38","6","65","153","18","4","47","58","304",".445",".389",".868",".543","21.6","110","107","22.1","9.5","2.0","4.8","vasqugr01",NA
"9498","Eastern","194","63","4501","657","1607","207","616","184","221","52","490","839","94","14","371","368","1705",".409",".336",".833",".500","21.4","99","110","23.2","8.8","2.5","4.3","vasqugr01",NA
"9499","Western","207","94","5018","721","1690","205","564","239","297","73","531","1096","142","20","382","399","1886",".427",".363",".805",".518","20.4","106","112","24.2","9.1","2.6","5.3","vasqugr01",NA
"9500","Atlantic","64","22","1475","201","494","61","193","59","68","19","177","272","32","2","126","113","522",".407",".316",".868",".498","20.5","98","110","23.0","8.2","2.8","4.3","vasqugr01",NA
"9501","Central","69","27","1614","236","581","81","212","73","84","20","159","308","32","10","130","132","626",".406",".382",".869",".507","21.4","102","110","23.4","9.1","2.3","4.5","vasqugr01",NA
"9502","Northwest","72","32","1740","245","597","64","197","85","108","30","200","358","41","12","131","151","639",".410",".325",".787",".496","20.8","103","112","24.2","8.9","2.8","5.0","vasqugr01",NA
"9503","Pacific","76","37","1842","279","607","79","203","96","112","20","183","437","47","3","143","136","733",".460",".389",".857",".558","20.0","111","115","24.2","9.6","2.4","5.8","vasqugr01",NA
"9504","Southeast","61","14","1411","220","532","65","211","52","69","13","154","259","30","2","115","123","557",".414",".308",".754",".495","22.4","98","109","23.1","9.1","2.5","4.2","vasqugr01",NA
"9505","Southwest","59","25","1435","197","486","62","164","58","77","23","148","301","54","5","108","112","514",".405",".378",".753",".494","20.5","102","108","24.3","8.7","2.5","5.1","vasqugr01",NA
"9506","Atlanta","12","3","278","54","121","15","48","18","23","3","38","65","2","2","23","24","141",".446",".313",".783",".538","25.3","109","111","23.2","11.8","3.2","5.4","vasqugr01",NA
"9507","Boston","15","4","322","41","99","16","42","8","11","2","44","42","7","0","29","20","106",".414",".381",".727",".510","19.1","93","107","21.5","7.1","2.9","2.8","vasqugr01",NA
"9508","CHA, CHO","12","4","310","42","113","14","44","7","10","4","40","65","11","0","22","23","105",".372",".318",".700",".447","21.0","96","101","25.8","8.8","3.3","5.4","vasqugr01",NA
"9509","Chicago","14","5","298","44","128","11","41","21","23","6","27","52","4","1","24","20","120",".344",".268",".913",".434","25.2","92","114","21.3","8.6","1.9","3.7","vasqugr01",NA
"9510","Cleveland","14","5","341","50","118","19","47","20","24","4","31","65","10","3","25","28","139",".424",".404",".833",".541","21.0","108","114","24.3","9.9","2.2","4.6","vasqugr01",NA
"9511","Dallas","12","3","277","47","101","20","39","8","14","2","31","53","11","1","16","22","122",".465",".513",".571",".569","20.7","115","106","23.1","10.2","2.6","4.4","vasqugr01",NA
"9512","Denver","14","5","315","38","90","11","33","11","15","3","33","69","8","5","25","20","98",".422",".333",".733",".507","18.2","102","111","22.5","7.0","2.4","4.9","vasqugr01",NA
"9513","Detroit","14","5","351","57","121","18","43","17","18","4","46","77","10","2","34","30","149",".471",".419",".944",".578","21.4","109","107","25.1","10.6","3.3","5.5","vasqugr01",NA
"9514","Golden State","14","7","353","56","133","18","44","14","17","4","37","87","13","0","25","22","144",".421",".409",".824",".513","21.9","107","115","25.2","10.3","2.6","6.2","vasqugr01",NA
"9515","Houston","14","7","391","46","124","17","48","14","17","5","45","84","13","0","28","29","123",".371",".354",".824",".468","18.8","97","107","27.9","8.8","3.2","6.0","vasqugr01",NA
"9516","Indiana","15","5","330","38","109","13","44","9","10","2","31","57","4","3","25","30","98",".349",".295",".900",".432","19.5","89","109","22.0","6.5","2.1","3.8","vasqugr01",NA
"9517","LA Clippers","17","9","382","54","108","21","47","20","24","4","34","80","4","0","40","34","149",".500",".447",".833",".628","19.4","109","118","22.4","8.8","2.0","4.7","vasqugr01",NA
"9518","LA Lakers","15","9","396","73","158","18","48","8","12","3","36","103","6","1","21","22","172",".462",".375",".667",".527","21.2","113","115","26.4","11.5","2.4","6.9","vasqugr01",NA
"9519","Memphis","12","8","319","37","113","8","31","17","20","5","28","76","18","2","31","28","99",".327",".258",".850",".406","23.1","90","106","26.6","8.3","2.3","6.3","vasqugr01",NA
"9520","Miami","9","1","186","33","64","11","25","7","12","0","14","21","2","0","16","23","84",".516",".440",".583",".606","21.9","103","117","20.6","9.3","1.6","2.3","vasqugr01",NA
"9521","Milwaukee","12","7","295","47","105","20","37","6","9","4","24","57","4","1","22","24","120",".448",".541",".667",".551","20.4","111","110","24.6","10.0","2.0","4.8","vasqugr01",NA
"9522","Minnesota","14","6","325","53","131","19","48","9","9","9","46","71","4","1","29","35","134",".405",".396","1.000",".496","23.2","104","112","23.2","9.6","3.3","5.1","vasqugr01",NA
"9523","NJN, BRK","15","6","359","46","131","13","53","6","7","6","44","76","11","0","23","28","111",".351",".245",".857",".414","20.6","95","113","23.9","7.4","2.9","5.1","vasqugr01",NA
"9524","NOH, NOP","7","0","125","19","42","9","22","12","15","3","9","26","4","1","11","11","59",".452",".409",".800",".607","22.5","114","110","17.9","8.4","1.3","3.7","vasqugr01",NA
"9525","New York","14","5","350","51","115","20","48","25","27","3","37","60","5","1","31","26","147",".443",".417",".926",".579","20.6","108","113","25.0","10.5","2.6","4.3","vasqugr01",NA
"9526","Oklahoma City","15","6","337","43","113","12","39","24","27","8","39","67","4","4","25","42","122",".381",".308",".889",".488","20.0","100","115","22.5","8.1","2.6","4.5","vasqugr01",NA
"9527","Orlando","15","3","335","44","124","9","56","13","15","3","26","51","7","0","30","24","110",".355",".161",".867",".421","22.3","85","108","22.3","7.3","1.7","3.4","vasqugr01",NA
"9528","Philadelphia","14","4","301","44","105","12","40","6","8","4","30","61","6","1","28","28","106",".419",".300",".750",".488","20.9","95","106","21.5","7.6","2.1","4.4","vasqugr01",NA
"9529","Phoenix","14","5","334","43","101","8","33","33","35","5","35","84","16","0","27","28","127",".426",".242",".943",".546","19.9","111","110","23.9","9.1","2.5","6.0","vasqugr01",NA
"9530","Portland","14","7","387","53","130","11","45","20","28","8","43","66","15","1","29","28","137",".408",".244",".714",".481","21.1","100","110","27.6","9.8","3.1","4.7","vasqugr01",NA
"9531","Sacramento","16","7","378","53","107","14","31","21","24","4","41","83","8","2","30","30","141",".495",".452",".875",".600","17.5","117","115","23.6","8.8","2.6","5.2","vasqugr01",NA
"9532","San Antonio","14","7","324","48","106","8","24","7","11","8","35","62","8","1","22","22","111",".453",".333",".636",".501","19.2","103","114","23.1","7.9","2.5","4.4","vasqugr01",NA
"9533","Toronto","6","3","143","19","44","0","10","14","15","4","22","33","3","0","15","11","52",".432",".000",".933",".514","22.2","101","113","23.9","8.7","3.7","5.5","vasqugr01",NA
"9534","Utah","15","8","377","58","133","11","32","21","29","2","39","85","10","1","23","26","148",".436",".344",".724",".508","21.3","110","109","25.1","9.9","2.6","5.7","vasqugr01",NA
"9535","Washington","13","3","303","47","110","16","38","7","9","3","36","57","8","0","24","29","117",".427",".421",".778",".513","21.6","98","110","23.3","9.0","2.8","4.4","vasqugr01",NA
"9536","Total","90","6","1230","112","350","61","198","13","17","12","112","46","39","20","34","85","298",".320",".308",".765",".417","14.3","80","112","13.7","3.3","1.2","0.5","vaughra01",NA
"9537","Home","44","4","621","60","183","30","102","3","4","8","58","26","18","13","17","41","153",".328",".294",".750",".414","14.6","81","111","14.1","3.5","1.3","0.6","vaughra01",NA
"9538","Road","46","2","609","52","167","31","96","10","13","4","54","20","21","7","17","44","145",".311",".323",".769",".420","14.0","79","113","13.2","3.2","1.2","0.4","vaughra01",NA
"9539","Pre","66","0","771","74","218","44","125","12","14","9","79","23","24","11","23","52","204",".339",".352",".857",".455","14.4","84","112","11.7","3.1","1.2","0.3","vaughra01",NA
"9540","Post","24","6","460","38","132","17","73","1","3","3","33","23","15","9","11","33","94",".288",".233",".333",".353","14.1","73","112","19.2","3.9","1.4","1.0","vaughra01",NA
"9541","Win","37","1","476","44","131","28","79","5","6","5","45","12","15","11","14","36","121",".336",".354",".833",".453","13.9","84","105","12.9","3.3","1.2","0.3","vaughra01",NA
"9542","Loss","53","5","754","68","219","33","119","8","11","7","67","34","24","9","20","49","177",".311",".277",".727",".395","14.5","78","116","14.2","3.3","1.3","0.6","vaughra01",NA
"9543","October","4","0","70","14","33","8","19","0","0","1","6","0","3","2","2","5","36",".424",".421",NA,".545","21.7","97","113","17.5","9.0","1.5","0.0","vaughra01",NA
"9544","November","16","0","143","18","48","9","29","2","2","1","13","3","3","5","5","7","47",".375",".310","1.000",".481","16.9","85","111","8.9","2.9","0.8","0.2","vaughra01",NA
"9545","December","20","0","192","10","46","9","23","2","2","3","26","10","6","0","9","16","31",".217",".391","1.000",".331","13.5","62","110","9.6","1.6","1.3","0.5","vaughra01",NA
"9546","January","21","0","292","24","74","13","42","5","7","4","27","9","10","3","6","18","66",".324",".310",".714",".428","12.9","86","114","13.9","3.1","1.3","0.4","vaughra01",NA
"9547","February","11","0","163","16","43","7","25","3","3","0","11","10","3","2","4","14","42",".372",".280","1.000",".474","12.9","92","112","14.8","3.8","1.0","0.9","vaughra01",NA
"9548","March","11","0","147","8","35","5","19","0","0","1","11","5","6","2","5","10","21",".229",".263",NA,".300","12.7","58","111","13.4","1.9","1.0","0.5","vaughra01",NA
"9549","April","7","6","223","22","71","10","41","1","3","2","18","9","8","6","3","15","55",".310",".244",".333",".380","15.0","81","112","31.9","7.9","2.6","1.3","vaughra01",NA
"9550","Sunday","9","1","152","15","47","10","25","2","3","1","12","4","5","3","3","9","42",".319",".400",".667",".435","15.4","85","112","16.9","4.7","1.3","0.4","vaughra01",NA
"9551","Monday","12","1","143","9","30","5","17","1","2","1","11","13","4","4","7","12","24",".300",".294",".500",".389","12.0","71","115","11.9","2.0","0.9","1.1","vaughra01",NA
"9552","Tuesday","13","1","175","13","47","6","28","2","2","0","12","3","8","3","4","10","34",".277",".214","1.000",".355","13.5","69","115","13.5","2.6","0.9","0.2","vaughra01",NA
