"","Value","Totals >> G","Totals >> GS","Totals >> MP","Totals >> FG","Totals >> FGA","Totals >> 3P","Totals >> 3PA","Totals >> FT","Totals >> FTA","Totals >> ORB","Totals >> TRB","Totals >> AST","Totals >> STL","Totals >> BLK","Totals >> TOV","Totals >> PF","Totals >> PTS","Shooting >> FG%","Shooting >> 3P%","Shooting >> FT%","Advanced >> TS%","Advanced >> USG%","Advanced >> ORtg","Advanced >> DRtg","Per Game >> MP","Per Game >> PTS","Per Game >> TRB","Per Game >> AST","player_id","Split"
"3837","Post","30","4","525","100","219","29","79","28","36","16","105","24","14","7","26","42","257",".457",".367",".778",".547","23.2","104","104","17.5","8.6","3.5","0.8","lylestr01",NA
"3838","Win","68","15","1205","172","416","56","164","50","69","43","265","72","26","16","58","93","450",".413",".341",".725",".504","19.8","99","98","17.7","6.6","3.9","1.1","lylestr01",NA
"3839","Loss","61","22","1125","158","377","49","134","54","79","55","220","49","25","19","61","91","419",".419",".366",".684",".509","19.6","96","114","18.4","6.9","3.6","0.8","lylestr01",NA
"3840","October","6","0","75","7","28","3","10","3","5","5","16","4","0","0","7","6","20",".250",".300",".600",".331","23.2","66","107","12.5","3.3","2.7","0.7","lylestr01",NA
"3841","November","27","5","477","73","172","17","67","19","24","23","102","24","9","8","24","40","182",".424",".254",".792",".498","20.6","96","105","17.7","6.7","3.8","0.9","lylestr01",NA
"3842","December","30","13","600","68","177","28","66","24","31","33","129","33","10","11","25","44","188",".384",".424",".774",".493","16.8","101","110","20.0","6.3","4.3","1.1","lylestr01",NA
"3843","January","30","15","597","73","177","27","71","26","47","20","118","33","18","9","34","44","199",".412",".380",".553",".503","18.2","93","105","19.9","6.6","3.9","1.1","lylestr01",NA
"3844","February","13","0","132","23","51","2","10","9","10","5","39","5","1","2","8","16","57",".451",".200",".900",".514","21.4","97","105","10.2","4.4","3.0","0.4","lylestr01",NA
"3845","March","16","0","263","52","112","17","47","12","16","8","43","14","7","4","12","25","133",".464",".362",".750",".559","23.1","108","104","16.4","8.3","2.7","0.9","lylestr01",NA
"3846","April","7","4","186","34","76","11","27","11","15","4","38","8","6","1","9","9","90",".447",".407",".733",".545","24.1","102","102","26.6","12.9","5.4","1.1","lylestr01",NA
"3847","Sunday","12","4","224","31","71","16","34","5","9","7","48","14","1","4","11","23","83",".437",".471",".556",".554","18.4","102","103","18.6","6.9","4.0","1.2","lylestr01",NA
"3848","Monday","20","7","374","55","131","15","45","18","21","16","82","16","7","7","16","34","143",".420",".333",".857",".510","19.4","101","107","18.7","7.2","4.1","0.8","lylestr01",NA
"3849","Tuesday","15","1","246","35","89","13","36","18","25","13","48","19","3","3","13","20","101",".393",".361",".720",".505","21.8","100","113","16.4","6.7","3.2","1.3","lylestr01",NA
"3850","Wednesday","23","9","412","52","123","12","42","13","22","14","82","15","9","5","18","40","129",".423",".286",".591",".486","17.2","90","109","17.9","5.6","3.6","0.7","lylestr01",NA
"3851","Thursday","16","4","320","53","120","17","41","15","21","16","63","17","13","5","22","23","138",".442",".415",".714",".534","22.0","99","107","20.0","8.6","3.9","1.1","lylestr01",NA
"3852","Friday","21","5","386","56","139","15","48","11","17","16","81","20","8","6","19","25","138",".403",".313",".647",".471","20.3","95","101","18.4","6.6","3.9","1.0","lylestr01",NA
"3853","Saturday","22","7","369","48","120","17","52","24","33","16","81","20","10","5","20","19","137",".400",".327",".727",".509","19.7","98","103","16.8","6.2","3.7","0.9","lylestr01",NA
"3854","Starter","37","37","913","110","246","31","74","34","50","40","200","40","18","11","44","65","285",".447",".419",".680",".532","16.1","101","107","24.7","7.7","5.4","1.1","lylestr01",NA
"3855","Reserve","92","0","1417","220","547","74","224","70","98","58","285","81","33","24","75","119","584",".402",".330",".714",".495","22.0","96","105","15.4","6.3","3.1","0.9","lylestr01",NA
"3856","30-39","12","9","399","66","139","21","49","23","35","13","79","23","17","5","19","22","176",".475",".429",".657",".570","20.9","110","104","33.3","14.7","6.6","1.9","lylestr01",NA
"3857","20-29","38","16","913","123","300","39","107","37","48","46","187","45","15","18","42","64","322",".410",".364",".771",".501","18.7","98","108","24.0","8.5","4.9","1.2","lylestr01",NA
"3858","10-19","55","12","881","130","315","44","134","37","53","31","187","46","17","11","50","78","341",".413",".328",".698",".504","20.7","95","104","16.0","6.2","3.4","0.8","lylestr01",NA
"3859","0-9","24","0","137","11","39","1","8","7","12","8","32","7","2","1","8","20","30",".282",".125",".583",".339","17.3","69","106","5.7","1.3","1.3","0.3","lylestr01",NA
"3860","0 Days","30","9","542","67","172","17","57","26","40","19","106","39","15","8","29","55","177",".390",".298",".650",".467","18.8","92","106","18.1","5.9","3.5","1.3","lylestr01",NA
"3861","1 Day","71","22","1379","210","496","76","198","56","79","62","286","63","30","24","72","95","552",".423",".384",".709",".520","20.7","99","106","19.4","7.8","4.0","0.9","lylestr01",NA
"3862","2 Days","20","6","312","47","103","10","36","19","25","15","69","12","5","3","14","29","123",".456",".278",".760",".539","18.9","104","104","15.6","6.2","3.5","0.6","lylestr01",NA
"3863","3+ Days","6","0","72","4","15","1","5","3","4","2","21","4","1","0","1","5","12",".267",".200",".750",".358","11.4","87","108","11.9","2.0","3.5","0.7","lylestr01",NA
"3864","Eastern","45","11","784","104","280","36","108","26","35","44","178","37","19","14","44","60","270",".371",".333",".743",".457","20.1","90","103","17.4","6.0","4.0","0.8","lylestr01",NA
"3865","Western","84","26","1546","226","513","69","190","78","113","54","307","84","32","21","75","124","599",".441",".363",".690",".532","19.5","101","107","18.4","7.1","3.7","1.0","lylestr01",NA
"3866","Atlantic","16","4","303","40","109","19","41","13","17","16","60","13","6","7","18","23","112",".367",".463",".765",".481","20.4","93","106","18.9","7.0","3.8","0.8","lylestr01",NA
"3867","Central","14","2","195","29","80","8","32","9","12","17","48","14","5","2","9","19","75",".363",".250",".750",".440","22.6","96","102","13.9","5.4","3.4","1.0","lylestr01",NA
"3868","Northwest","25","10","468","75","155","25","53","15","25","18","93","24","7","7","21","38","190",".484",".472",".600",".572","19.1","107","108","18.7","7.6","3.7","1.0","lylestr01",NA
"3869","Pacific","30","8","558","81","197","28","81","31","44","26","122","33","16","6","32","42","221",".411",".346",".705",".511","20.4","99","102","18.6","7.4","4.1","1.1","lylestr01",NA
"3870","Southeast","15","5","287","35","91","9","35","4","6","11","70","10","8","5","17","18","83",".385",".257",".667",".443","18.0","82","99","19.1","5.5","4.7","0.7","lylestr01",NA
"3871","Southwest","29","8","521","70","161","16","56","32","44","10","92","27","9","8","22","44","188",".435",".286",".727",".521","19.0","99","112","18.0","6.5","3.2","0.9","lylestr01",NA
"3872","Atlanta","2","0","34","6","15","1","6","1","2","4","10","2","0","0","5","2","14",".400",".167",".500",".441","28.2","80","83","16.9","7.0","5.0","1.0","lylestr01",NA
"3873","Boston","3","0","37","9","21","1","6","1","1","3","12","5","1","1","2","5","20",".429",".167","1.000",".466","26.5","100","103","12.4","6.7","4.0","1.7","lylestr01",NA
"3874","Charlotte","3","2","64","7","21","1","8","0","0","4","17","3","0","2","2","4","15",".333",".125",NA,".357","17.1","80","106","21.3","5.0","5.7","1.0","lylestr01",NA
"3875","Chicago","3","0","46","7","17","0","5","3","3","5","12","2","1","0","1","5","17",".412",".000","1.000",".464","20.3","107","101","15.5","5.7","4.0","0.7","lylestr01",NA
"3876","Cleveland","3","0","36","10","21","5","12","2","3","6","8","1","1","1","2","5","27",".476",".417",".667",".605","32.3","119","108","12.1","9.0","2.7","0.3","lylestr01",NA
"3877","Dallas","6","1","99","13","26","2","9","8","10","2","21","8","1","1","3","7","36",".500",".222",".800",".592","16.4","121","111","16.6","6.0","3.5","1.3","lylestr01",NA
"3878","Denver","8","4","152","28","56","9","21","5","7","6","40","8","1","1","9","18","70",".500",".429",".714",".592","21.3","107","101","19.0","8.8","5.0","1.0","lylestr01",NA
"3879","Detroit","3","1","41","3","12","0","5","0","0","0","9","3","1","1","1","6","6",".250",".000",NA,".250","14.8","63","95","13.8","2.0","3.0","1.0","lylestr01",NA
"3880","Golden State","6","1","103","14","41","3","16","8","12","8","18","4","4","1","8","10","39",".341",".188",".667",".421","23.0","83","110","17.2","6.5","3.0","0.7","lylestr01",NA
"3881","Houston","6","3","139","26","51","5","14","7","12","3","27","4","3","2","9","14","64",".510",".357",".583",".569","22.6","99","113","23.1","10.7","4.5","0.7","lylestr01",NA
"3882","Indiana","3","1","36","3","14","0","4","2","4","5","11","4","2","0","3","2","8",".214",".000",".500",".254","22.3","69","104","12.0","2.7","3.7","1.3","lylestr01",NA
"3883","LA Clippers","4","1","55","8","19","2","7","3","5","4","15","3","0","1","2","5","21",".421",".286",".600",".495","20.5","101","110","13.6","5.3","3.8","0.8","lylestr01",NA
"3884","LA Lakers","8","3","187","26","62","11","26","8","10","6","50","14","6","3","10","11","71",".419",".423",".800",".535","19.0","104","95","23.3","8.9","6.3","1.8","lylestr01",NA
"3885","Memphis","7","2","111","15","31","6","18","9","13","2","14","7","4","1","5","11","45",".484",".333",".692",".613","19.1","109","108","15.8","6.4","2.0","1.0","lylestr01",NA
"3886","Miami","4","2","95","9","24","5","9","0","0","1","21","1","5","2","4","4","23",".375",".556",NA,".479","14.6","78","100","23.8","5.8","5.3","0.3","lylestr01",NA
"3887","Milwaukee","2","0","35","6","16","3","6","2","2","1","8","4","0","0","2","1","17",".375",".500","1.000",".504","25.1","108","103","17.3","8.5","4.0","2.0","lylestr01",NA
"3888","Minnesota","6","2","117","26","45","10","18","5","10","3","17","5","3","1","3","5","67",".578",".556",".500",".678","21.5","131","106","19.5","11.2","2.8","0.8","lylestr01",NA
"3889","New Jersey","3","1","41","5","16","1","4","1","2","2","8","0","1","0","3","1","12",".313",".250",".500",".355","22.6","69","101","13.8","4.0","2.7","0.0","lylestr01",NA
"3890","New Orleans","4","0","42","3","12","0","2","2","2","1","7","1","0","1","3","5","8",".250",".000","1.000",".311","17.5","60","109","10.6","2.0","1.8","0.3","lylestr01",NA
"3891","New York","3","2","77","8","20","4","8","4","6","4","16","3","1","2","5","8","24",".400",".500",".667",".530","16.9","97","112","25.7","8.0","5.3","1.0","lylestr01",NA
"3892","Oklahoma City","6","2","109","11","32","2","7","3","4","6","23","4","2","4","4","8","27",".344",".286",".750",".400","16.4","83","111","18.1","4.5","3.8","0.7","lylestr01",NA
"3893","Orlando","4","1","61","8","21","2","10","1","2","1","10","4","2","1","5","7","19",".381",".200",".500",".434","19.6","77","101","15.3","4.8","2.5","1.0","lylestr01",NA
"3894","Philadelphia","4","1","80","7","26","4","10","4","4","4","12","4","3","2","4","5","22",".269",".400","1.000",".396","18.0","84","94","20.1","5.5","3.0","1.0","lylestr01",NA
"3895","Phoenix","7","1","110","14","32","5","14","7","10","2","24","8","2","0","5","7","40",".438",".357",".700",".549","17.7","102","96","15.7","5.7","3.4","1.1","lylestr01",NA
"3896","Portland","5","2","90","10","22","4","7","2","4","3","13","7","1","1","5","7","26",".455",".571",".500",".547","15.5","97","122","17.9","5.2","2.6","1.4","lylestr01",NA
"3897","Sacramento","5","2","103","19","43","7","18","5","7","6","15","4","4","1","7","9","50",".442",".389",".714",".543","23.2","105","110","20.7","10.0","3.0","0.8","lylestr01",NA
"3898","San Antonio","6","2","130","13","41","3","13","6","7","2","23","7","1","3","2","7","35",".317",".231",".857",".397","17.6","86","117","21.6","5.8","3.8","1.2","lylestr01",NA
"3899","Toronto","3","0","67","11","26","9","13","3","4","3","12","1","0","2","4","4","34",".423",".692",".750",".612","22.4","109","120","22.3","11.3","4.0","0.3","lylestr01",NA
"3900","Washington","2","0","33","5","10","0","2","2","2","1","12","0","1","0","1","1","12",".500",".000","1.000",".551","16.3","107","100","16.3","6.0","6.0","0.0","lylestr01",NA
"3901","Total","23","2","117","20","37","6","12","12","17","8","27","1","3","6","4","18","58",".541",".500",".706",".652","18.7","121","110","5.1","2.5","1.2","0.0","makerth01",NA
"3902","Home","7","1","36","9","14","3","4","3","4","2","11","0","1","2","2","8","24",".643",".750",".750",".761","22.1","135","100","5.1","3.4","1.6","0.0","makerth01",NA
"3903","Road","16","1","81","11","23","3","8","9","13","6","16","1","2","4","2","10","34",".478",".375",".692",".592","17.3","113","114","5.1","2.1","1.0","0.1","makerth01",NA
"3904","Pre","23","2","117","20","37","6","12","12","17","8","27","1","3","6","4","18","58",".541",".500",".706",".652","18.7","121","110","5.1","2.5","1.2","0.0","makerth01",NA
"3905","Win","10","0","48","11","16","5","9","4","6","2","11","1","0","2","1","8","31",".688",".556",".667",".832","18.5","151","107","4.8","3.1","1.1","0.1","makerth01",NA
"3906","Loss","13","2","69","9","21","1","3","8","11","6","16","0","3","4","3","10","27",".429",".333",".727",".522","18.9","102","113","5.3","2.1","1.2","0.0","makerth01",NA
"3907","October","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,"0.0",NA,"89","1.6","0.0","1.0","0.0","makerth01",NA
"3908","November","4","0","14","4","7","2","3","3","4","2","7","0","0","0","0","3","13",".571",".667",".750",".742","26.5","169","102","3.6","3.3","1.8","0.0","makerth01",NA
"3909","December","9","0","40","6","11","2","5","3","6","1","10","0","0","3","2","5","17",".545",".400",".500",".623","18.6","90","110","4.4","1.9","1.1","0.0","makerth01",NA
"3910","January","9","2","62","10","19","2","4","6","7","5","9","1","3","3","2","10","28",".526",".500",".857",".634","17.5","121","113","6.9","3.1","1.0","0.1","makerth01",NA
"3911","Sunday","2","0","2","0","1","0","0","0","0","1","2","0","0","0","0","0","0",".000",NA,NA,".000","22.0","64","100","1.1","0.0","1.0","0.0","makerth01",NA
"3912","Monday","1","0","6","1","2","0","0","1","2","1","3","0","0","0","1","1","3",".500",NA,".500",".521","27.0","87","128","6.4","3.0","3.0","0.0","makerth01",NA
"3913","Tuesday","2","0","16","3","4","1","1","2","2","0","1","1","0","0","0","3","9",".750","1.000","1.000",".922","13.7","184","124","7.9","4.5","0.5","0.5","makerth01",NA
"3914","Wednesday","4","0","15","3","6","0","3","2","3","0","5","0","0","2","0","2","8",".500",".000",".667",".546","22.5","106","107","3.8","2.0","1.3","0.0","makerth01",NA
"3915","Thursday","3","0","5","2","4","2","3","0","0","0","0","0","0","1","0","0","6",".500",".667",NA,".750","32.2","170","103","1.8","2.0","0.0","0.0","makerth01",NA
"3916","Friday","6","0","33","6","9","1","1","3","4","3","7","0","1","2","2","6","16",".667","1.000",".750",".743","17.4","117","107","5.6","2.7","1.2","0.0","makerth01",NA
"3917","Saturday","5","2","39","5","11","2","4","4","6","3","9","0","2","1","1","6","16",".455",".500",".667",".587","17.1","113","107","7.8","3.2","1.8","0.0","makerth01",NA
"3918","Starter","2","2","29","3","8","1","2","3","4","1","3","0","2","1","1","4","10",".375",".500",".750",".512","17.3","100","109","14.3","5.0","1.5","0.0","makerth01",NA
"3919","Reserve","21","0","89","17","29","5","10","9","13","7","24","1","1","5","3","14","48",".586",".500",".692",".691","19.2","127","110","4.2","2.3","1.1","0.0","makerth01",NA
"3920","10-19","3","2","41","5","10","2","3","3","4","1","3","1","2","1","1","6","15",".500",".667",".750",".638","14.2","117","115","13.8","5.0","1.0","0.3","makerth01",NA
"3921","0-9","20","0","76","15","27","4","9","9","13","7","24","0","1","5","3","12","43",".556",".444",".692",".657","21.2","122","107","3.8","2.2","1.2","0.0","makerth01",NA
"3922","0 Days","3","2","30","4","9","2","3","3","4","1","3","0","2","1","1","4","13",".444",".667",".750",".604","17.8","105","110","10.1","4.3","1.0","0.0","makerth01",NA
"3923","1 Day","8","0","44","7","14","1","3","4","6","7","15","0","1","2","3","9","19",".500",".333",".667",".571","19.8","104","111","5.6","2.4","1.9","0.0","makerth01",NA
