"","per_game.Season","per_game.Age","per_game.Tm","per_game.Lg","per_game.Pos","per_game.G","per_game.GS","per_game.MP","per_game.FG","per_game.FGA","per_game.FG.","per_game.3P","per_game.3PA","per_game.3P.","per_game.2P","per_game.2PA","per_game.2P.","per_game.eFG.","per_game.FT","per_game.FTA","per_game.FT.","per_game.ORB","per_game.DRB","per_game.TRB","per_game.AST","per_game.STL","per_game.BLK","per_game.TOV","per_game.PF","per_game.PTS","player_id"
"323","2012-13","32","GSW","NBA","SF","56","1","10.1","1.1","2.4",".456","0.3","0.8",".311","0.9","1.6",".527",".507","0.7","0.9",".717","0.1","1.4","1.5","0.6","0.3","0.1","0.4","0.8","3.1","jefferi01"
"324","2013-14","33","UTA","NBA","SF","82","78","27.0","3.6","8.0",".450","1.5","3.7",".409","2.1","4.3",".484",".544","1.5","2.0",".741","0.2","2.5","2.7","1.6","0.7","0.2","1.1","2.0","10.1","jefferi01"
"325","2014-15","34","DAL","NBA","SF","74","18","16.8","1.9","4.4",".444","0.9","2.1",".426","1.1","2.3",".462",".546","1.1","1.5",".684","0.3","2.1","2.5","0.8","0.4","0.1","0.7","1.6","5.8","jefferi01"
"326","2015-16","35","CLE","NBA","SF","74","5","17.9","1.9","4.2",".458","0.9","2.3",".382","1.0","1.9",".554",".564","0.8","1.2",".667","0.2","1.5","1.7","0.8","0.4","0.2","0.6","1.7","5.5","jefferi01"
"327","2016-17","36","CLE","NBA","SF","46","6","19.8","1.8","4.4",".423","0.7","2.3",".311","1.1","2.1",".547",".505","0.9","1.3",".724","0.3","2.0","2.3","0.9","0.3","0.1","0.7","1.9","5.3","jefferi01"
"328","2009-10","22","DET","NBA","PF","80","73","27.9","3.6","7.5",".481","0.5","1.4",".313","3.2","6.1",".520",".511","1.6","2.2",".710","2.4","3.6","6.0","0.7","1.0","0.4","1.0","2.9","9.3","jerebjo01"
"329","2010-11","23","Did Not Play (injury—achilles)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jerebjo01"
"330","2011-12","24","DET","NBA","PF","64","13","22.9","3.3","7.1",".468","0.5","1.7",".302","2.8","5.4",".519",".503","1.6","1.9",".806","1.5","3.3","4.8","0.7","0.6","0.3","1.0","2.5","8.7","jerebjo01"
"331","2012-13","25","DET","NBA","PF","49","2","18.2","2.9","6.4",".449","0.5","1.7",".301","2.4","4.8",".502",".489","1.4","1.8",".773","1.4","2.4","3.8","0.9","0.8","0.2","0.9","1.8","7.7","jerebjo01"
"332","2013-14","26","DET","NBA","PF","64","0","11.6","1.5","3.3",".471","0.5","1.2",".419","1.0","2.1",".500",".546","0.7","0.9",".729","0.8","1.9","2.7","0.6","0.3","0.1","0.7","1.3","4.2","jerebjo01"
"333","2014-15","27","TOT","NBA","PF","75","0","16.4","2.3","5.1",".446","0.7","1.9",".386","1.5","3.2",".481",".517","0.7","0.9",".848","1.2","2.5","3.8","0.9","0.6","0.2","0.6","1.8","6.0","jerebjo01"
"334","2014-15","27","DET","NBA","PF","46","0","15.3","2.0","4.3",".460","0.6","1.7",".368","1.4","2.7",".516",".530","0.7","0.8",".861","1.0","2.1","3.1","0.9","0.6","0.2","0.6","1.7","5.2","jerebjo01"
"335","2014-15","27","BOS","NBA","PF","29","0","18.2","2.7","6.2",".431","0.9","2.2",".406","1.8","4.0",".444",".503","0.9","1.0",".833","1.6","3.2","4.8","1.0","0.7","0.2","0.6","2.0","7.1","jerebjo01"
"336","2015-16","28","BOS","NBA","PF","78","0","15.1","1.5","3.7",".413","0.6","1.4",".398","1.0","2.3",".421",".488","0.8","1.0",".782","1.0","2.7","3.7","0.8","0.3","0.3","0.7","1.8","4.4","jerebjo01"
"337","2016-17","29","BOS","NBA","PF","47","5","17.2","1.8","3.7",".472","0.7","1.8",".369","1.1","2.0",".565",".560","0.3","0.4",".800","0.9","2.7","3.6","0.9","0.5","0.3","0.7","1.7","4.5","jerebjo01"
"338","2005-06","18","DET","NBA","SF","3","0","13.0","2.3","3.3",".700","0.7","1.0",".667","1.7","2.3",".714",".800","1.3","1.3","1.000","1.0","0.3","1.3","1.0","0.0","0.7","1.3","2.3","6.7","johnsam01"
"339","2006-07","19","DET","NBA","PF","8","0","15.5","2.3","4.1",".545","0.0","0.4",".000","2.3","3.8",".600",".545","1.4","1.8",".786","1.9","2.8","4.6","0.4","0.6","1.6","1.1","2.4","5.9","johnsam01"
"340","2007-08","20","DET","NBA","PF","62","0","12.3","1.5","2.7",".558","0.0","0.0","","1.5","2.7",".558",".558","0.6","0.9",".673","1.4","2.4","3.8","0.5","0.4","1.3","0.6","2.3","3.6","johnsam01"
"341","2008-09","21","DET","NBA","PF","62","24","14.7","1.6","2.6",".595","0.0","0.0","","1.6","2.6",".595",".595","0.4","0.6",".657","1.6","2.1","3.7","0.3","0.3","1.0","0.5","2.8","3.5","johnsam01"
"342","2009-10","22","TOR","NBA","PF","82","5","17.7","2.5","4.1",".623","0.0","0.0",".000","2.5","4.0",".630",".623","1.2","1.8",".638","1.9","2.9","4.8","0.6","0.5","0.8","0.8","3.1","6.2","johnsam01"
