"","per_game.Season","per_game.Age","per_game.Tm","per_game.Lg","per_game.Pos","per_game.G","per_game.GS","per_game.MP","per_game.FG","per_game.FGA","per_game.FG.","per_game.3P","per_game.3PA","per_game.3P.","per_game.2P","per_game.2PA","per_game.2P.","per_game.eFG.","per_game.FT","per_game.FTA","per_game.FT.","per_game.ORB","per_game.DRB","per_game.TRB","per_game.AST","per_game.STL","per_game.BLK","per_game.TOV","per_game.PF","per_game.PTS","player_id"
"79","2012-13","19","WAS","NBA","SG","56","46","31.2","5.0","12.3",".410","1.6","4.2",".386","3.4","8.1",".424",".477","2.2","2.8",".786","0.8","3.0","3.8","2.4","0.9","0.5","1.6","2.0","13.9","bealbr01"
"80","2013-14","20","WAS","NBA","SG","73","73","34.7","6.6","15.7",".419","1.9","4.7",".402","4.7","11.0",".426",".479","2.0","2.6",".788","0.7","3.0","3.7","3.3","1.0","0.2","1.8","2.1","17.1","bealbr01"
"81","2014-15","21","WAS","NBA","SG","63","59","33.4","5.8","13.5",".427","1.7","4.1",".409","4.1","9.4",".434",".489","2.1","2.6",".783","0.9","2.9","3.8","3.1","1.2","0.3","2.0","2.2","15.3","bealbr01"
"82","2015-16","22","WAS","NBA","SG","55","35","31.1","6.5","14.5",".449","1.9","4.9",".387","4.6","9.6",".481",".515","2.5","3.2",".767","0.7","2.7","3.4","2.9","1.0","0.2","2.0","2.1","17.4","bealbr01"
"83","2016-17","23","WAS","NBA","SG","44","44","34.2","7.7","16.6",".465","2.7","7.0",".385","5.0","9.5",".524",".547","3.8","4.7",".816","0.6","2.2","2.8","3.6","1.0","0.3","2.0","2.1","22.0","bealbr01"
"84","2016-17","20","DEN","NBA","SG","12","0","5.1","1.0","2.8",".364","0.3","1.2",".286","0.7","1.6",".421",".424","0.3","0.5",".667","0.1","0.4","0.5","0.3","0.3","0.0","0.0","0.4","2.7","beaslma01"
"85","2012-13","24","HOU","NBA","PG","41","0","17.4","1.9","4.6",".418","0.9","2.3",".375","1.0","2.3",".462",".513","0.8","1.0",".829","1.1","1.6","2.7","2.9","0.9","0.5","1.1","2.0","5.6","beverpa01"
"86","2013-14","25","HOU","NBA","PG","56","55","31.3","3.6","8.6",".414","1.6","4.6",".361","1.9","4.0",".473",".509","1.5","1.8",".814","1.3","2.2","3.5","2.7","1.4","0.4","1.2","3.1","10.2","beverpa01"
"87","2014-15","26","HOU","NBA","PG","56","55","30.8","3.6","9.5",".383","2.1","5.8",".356","1.6","3.7",".426",".492","0.8","1.1",".750","1.2","3.0","4.2","3.4","1.1","0.4","1.5","3.3","10.1","beverpa01"
"88","2015-16","27","HOU","NBA","PG","71","63","28.7","3.6","8.4",".434","1.7","4.4",".400","1.9","4.0",".472",".539","0.8","1.2",".682","1.0","2.5","3.5","3.4","1.3","0.4","1.3","3.3","9.9","beverpa01"
"89","2016-17","28","HOU","NBA","SG","38","38","31.1","3.4","8.1",".428","1.6","4.2",".384","1.8","3.9",".476",".528","0.7","0.8",".813","1.4","4.3","5.7","4.4","1.5","0.5","1.4","3.4","9.2","beverpa01"
"90","2010-11","21","LAC","NBA","PG","81","25","22.7","2.5","6.0",".424","0.4","1.4",".276","2.1","4.6",".470",".457","1.2","1.6",".744","0.8","1.9","2.8","3.6","1.1","0.3","2.4","1.6","6.7","bledser01"
"91","2011-12","22","LAC","NBA","PG","40","1","11.6","1.2","3.2",".389","0.2","0.8",".200","1.1","2.4",".448",".413","0.7","1.1",".636","0.6","1.1","1.6","1.7","0.8","0.4","1.2","1.5","3.3","bledser01"
"92","2012-13","23","LAC","NBA","PG","76","12","20.4","3.3","7.5",".445","0.4","1.0",".397","2.9","6.4",".453",".473","1.4","1.8",".791","1.0","1.9","3.0","3.1","1.4","0.7","1.8","1.5","8.5","bledser01"
"93","2013-14","24","PHO","NBA","PG","43","40","32.9","6.2","12.9",".477","1.2","3.3",".357","5.0","9.7",".517",".522","4.3","5.5",".772","0.6","4.1","4.7","5.5","1.6","0.3","3.3","2.3","17.7","bledser01"
"94","2014-15","25","PHO","NBA","PG","81","81","34.6","5.8","12.9",".447","1.1","3.4",".324","4.7","9.6",".491",".489","4.4","5.4",".800","0.9","4.3","5.2","6.1","1.6","0.6","3.4","2.3","17.0","bledser01"
"95","2015-16","26","PHO","NBA","PG","31","31","34.2","7.2","15.9",".453","1.5","4.2",".372","5.6","11.7",".482",".502","4.5","5.5",".802","0.6","3.5","4.0","6.1","2.0","0.6","3.5","2.4","20.4","bledser01"
"96","2016-17","27","PHO","NBA","PG","48","48","33.3","7.1","16.0",".444","1.5","4.8",".320","5.6","11.2",".496",".492","5.5","6.6",".844","0.9","4.1","5.0","6.2","1.4","0.5","3.1","2.7","21.2","bledser01"
"97","2015-16","19","PHO","NBA","SG","76","51","27.7","4.8","11.4",".423","1.3","3.8",".343","3.5","7.6",".464",".480","2.8","3.4",".840","0.4","2.1","2.5","2.6","0.6","0.3","2.1","3.0","13.8","bookede01"
"98","2016-17","20","PHO","NBA","SG","47","47","34.6","7.4","17.6",".423","1.8","5.0",".360","5.6","12.6",".448",".475","4.1","4.9",".828","0.6","2.3","2.9","3.1","0.9","0.2","2.9","3.1","20.8","bookede01"
"99","2010-11","20","BOS","NBA","PG","31","0","5.2","0.7","2.2",".343","0.0","0.2",".000","0.7","2.0",".371",".343","0.2","0.4",".500","0.1","0.4","0.5","0.4","0.3","0.0","0.5","0.6","1.7","bradlav01"
"100","2011-12","21","BOS","NBA","PG","64","28","21.4","3.1","6.3",".498","0.3","0.8",".407","2.8","5.4",".511",".525","1.0","1.2",".795","0.5","1.3","1.8","1.4","0.7","0.2","1.2","1.7","7.6","bradlav01"
"101","2012-13","22","BOS","NBA","PG","50","50","28.7","3.8","9.6",".402","0.8","2.5",".317","3.0","7.0",".432",".444","0.7","1.0",".755","0.6","1.6","2.2","2.1","1.3","0.4","1.4","2.6","9.2","bradlav01"
"102","2013-14","23","BOS","NBA","PG","60","58","30.9","6.0","13.8",".438","1.3","3.3",".395","4.7","10.4",".451",".485","1.5","1.9",".804","0.8","3.0","3.8","1.4","1.1","0.2","1.6","2.4","14.9","bradlav01"
"103","2014-15","24","BOS","NBA","SG","77","77","31.5","5.6","13.1",".429","1.6","4.6",".352","4.0","8.6",".470",".490","1.0","1.3",".790","0.6","2.5","3.1","1.8","1.1","0.2","1.4","2.3","13.9","bradlav01"
"104","2015-16","25","BOS","NBA","SG","76","72","33.4","6.0","13.4",".447","1.9","5.4",".361","4.1","8.1",".505",".520","1.3","1.6",".780","0.6","2.3","2.9","2.1","1.5","0.3","1.4","2.2","15.2","bradlav01"
